Url,RId,SId,LTId,TTId,LUId,Timestamp,Level,Server,Ip,Thread,Logger,Message,Exception,UserAgent
,181ccc8a-169d-481b-b3ad-2d43d9296363,,5332,5332,17804,2026-01-09T12:33:15.745Z,INFO,UsageService,10.176.101.73,221,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/uiusage/usage. RequestType: Regular,,
,181ccc8a-169d-481b-b3ad-2d43d9296363,,5332,5332,9000000,2026-01-09T12:33:15.752Z,INFO,TenantConfigurationService,10.176.101.116,224,o9.Framework.Logging.Loggers.FrameworkLogger,Received GET on /api/crud/tenants/5332/ls/systemsettings/settingname/uiusagestatsenabled. RequestType: Regular,,
,181ccc8a-169d-481b-b3ad-2d43d9296363,,5332,5332,9000000,2026-01-09T12:33:15.752Z,INFO,TenantConfigurationService,10.176.101.116,224,o9.Framework.Logging.Loggers.FrameworkLogger,Completed GET on /api/crud/tenants/5332/ls/systemsettings/settingname/uiusagestatsenabled with status 200 in 0 ms,,
,181ccc8a-169d-481b-b3ad-2d43d9296363,,5332,5332,17804,2026-01-09T12:33:15.753Z,INFO,UsageService,10.176.101.73,221,o9.Framework.Logging.Loggers.FrameworkLogger,Completed POST on /api/uiusage/usage with status 204 in 7 ms,,
,207ba20c-1e06-46d8-ba2c-b2dedf9a27de,,5332,5332,17804,2026-01-09T12:33:15.759Z,INFO,UserPreferenceService,10.176.102.200,116,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/userpref/getfavoritebynameorid. RequestType: Regular,,
,211bbbd5-0159-445d-a803-a8caa1316812,,5332,5332,17804,2026-01-09T12:33:15.768Z,INFO,UserPreferenceService,10.176.102.181,63,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/userpref/getlookuplist. RequestType: Regular,,
,207ba20c-1e06-46d8-ba2c-b2dedf9a27de,5332.404433,5332,5332,17804,2026-01-09T12:33:15.769Z,WARN,UserPreferenceService,10.176.102.200,116,o9.Framework.Logging.Loggers.FrameworkLogger,The specified condition was not met for 'Parameters'.,"o9.UserPreference.Logic.Framework.ValidationException: The specified condition was not met for 'Parameters'.
   at o9.UserPreference.Logic.Framework.ValidationPipelineBehavior`2.Handle(TRequest request, RequestHandlerDelegate`1 next, CancellationToken cancellationToken)
   at o9.UserPreference.Controllers.UserPreferencesController.GetUserPreferenceByNameOrId(UserPreferenceParams userPrefParam) in /home/vsts/work/1/s/o9.UserPreference/o9.UserPreference/Controllers/UserPreferencesController.cs:line 290
   at lambda_method1432(Closure, Object)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ActionMethodExecutor.AwaitableObjectResultExecutor.Execute(ActionContext actionContext, IActionResultTypeMapper mapper, ObjectMethodExecutor executor, Object controller, Object[] arguments)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.<InvokeActionMethodAsync>g__Logged|12_1(ControllerActionInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.<InvokeNextActionFilterAsync>g__Awaited|10_0(ControllerActionInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Rethrow(ActionExecutedContextSealed context)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.Next(State& next, Scope& scope, Object& state, Boolean& isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker.InvokeInnerFilterAsync()
--- End of stack trace from previous location ---
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.<InvokeFilterPipelineAsync>g__Awaited|20_0(ResourceInvoker invoker, Task lastTask, State next, Scope scope, Object state, Boolean isCompleted)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.<InvokeAsync>g__Logged|17_1(ResourceInvoker invoker)
   at Microsoft.AspNetCore.Mvc.Infrastructure.ResourceInvoker.<InvokeAsync>g__Logged|17_1(ResourceInvoker invoker)
   at o9.Framework.Microservices.Middlewares.MonolithBackwardCompatibilityMiddleware.Invoke(HttpContext context)
   at o9.Framework.Microservices.Middlewares.UpdatePolicyAndRequestIdHeadersMiddleware.Invoke(HttpContext context)
   at o9.Framework.Microservices.Middlewares.InternationalizationMiddleware.Invoke(HttpContext context)
   at o9.Framework.Microservices.Middlewares.RequestDecompressionMiddleware.Invoke(HttpContext context)
   at o9.Framework.Microservices.Auth.MFAAuthenticationMiddleware.Invoke(HttpContext context)
   at o9.Framework.Microservices.Auth.AuthenticationMiddleware.Invoke(HttpContext context)
   at o9.Framework.Microservices.DownTimeAwareAppStateMiddleware.Invoke(HttpContext context)
   at o9.Framework.Microservices.Auth.TimingMiddleware.Invoke(HttpContext context)
   at o9.Framework.Microservices.Middlewares.DebuggingMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Diagnostics.ExceptionHandlerMiddlewareImpl.<Invoke>g__Awaited|10_0(ExceptionHandlerMiddlewareImpl middleware, HttpContext context, Task task)
",Kibo
,211bbbd5-0159-445d-a803-a8caa1316812,,5332,5332,17804,2026-01-09T12:33:15.771Z,INFO,UserPreferenceService,10.176.102.181,63,o9.Framework.Logging.Loggers.FrameworkLogger,Completed POST on /api/userpref/getlookuplist with status 200 in 3 ms,,
,9a80bd6c-c87d-44df-8101-6c0f16a05cf6,,5332,5332,17804,2026-01-09T12:33:18.041Z,INFO,UsageService,10.176.103.17,126,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/uiusage/usage. RequestType: Regular,,
,9a80bd6c-c87d-44df-8101-6c0f16a05cf6,,5332,5332,17804,2026-01-09T12:33:18.048Z,INFO,UsageService,10.176.103.17,126,o9.Framework.Logging.Loggers.FrameworkLogger,Completed POST on /api/uiusage/usage with status 204 in 7 ms,,
