Url,RId,SId,LTId,TTId,LUId,Timestamp,Level,Server,Ip,Thread,Logger,Message,Exception,UserAgent
,6dcd30da-26ab-4f89-aa65-7b03596ca5f2,13068.423978,13068,13068,314741,2025-07-11T04:56:19.429Z,INFO,WebApi,10.100.175.7,183,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: GET /api/crud/tenants/13068/dimensions/1362855/hierarchies/allwithtranslations/en-US,,kibo
,5522329d-3aa8-45fb-be22-85854253d5d6,13068.423978,13068,13068,314741,2025-07-11T04:56:19.431Z,INFO,WebApi,10.100.164.209,149,o9.Framework.Common.Logging.FrameworkLogger,Reading cache for - E82DF6F881C8631700DB531FE6A96826 in 0 ms,,kibo
,5522329d-3aa8-45fb-be22-85854253d5d6,13068.423978,13068,13068,314741,2025-07-11T04:56:19.431Z,INFO,WebApi,10.100.164.209,149,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/crud/tenants/13068/dimensions/1362850/hierarchies/allwithtranslations/en-US in : 13ms with status : OK,,kibo
,df1032b0-b296-42d9-8fbb-b81e8b30cdfa,13068.423978,13068,13068,314741,2025-07-11T04:56:19.432Z,INFO,WebApi,10.100.175.7,187,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: GET /api/crud/tenants/13068/dimensions/1362836/hierarchies/allwithtranslations/en-US,,kibo
,df1032b0-b296-42d9-8fbb-b81e8b30cdfa,13068.423978,13068,13068,314741,2025-07-11T04:56:19.437Z,INFO,WebApi,10.100.175.7,149,o9.Framework.Common.Logging.FrameworkLogger,Reading cache for - 441415A056C2101298CA2F8A0E28C28D in 0 ms,,kibo
,3f02e580-dd40-45a4-ada8-47254efefb8a,13068.423978,13068,13068,314741,2025-07-11T04:56:19.437Z,INFO,WebApi,10.100.164.209,213,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/crud/tenants/13068/dimensions/1362850/attributes/allwithtranslations/en-US in : 19ms with status : OK,,kibo
,df1032b0-b296-42d9-8fbb-b81e8b30cdfa,13068.423978,13068,13068,314741,2025-07-11T04:56:19.438Z,INFO,WebApi,10.100.175.7,57,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/crud/tenants/13068/dimensions/1362836/hierarchies/allwithtranslations/en-US in : 6ms with status : OK,,kibo
,6dcd30da-26ab-4f89-aa65-7b03596ca5f2,13068.423978,13068,13068,314741,2025-07-11T04:56:19.441Z,INFO,WebApi,10.100.175.7,143,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/crud/tenants/13068/dimensions/1362855/hierarchies/allwithtranslations/en-US in : 12ms with status : OK,,kibo
,52672416-861a-4505-8e6b-d2de1cd5b452,13068.423978,13068,13068,314741,2025-07-11T04:56:19.441Z,INFO,WebApi,10.100.164.209,163,o9.Framework.Common.Logging.FrameworkLogger,FrameworkHttpClient would send the request to URI - http://localhost:9876/api/userpref/lastvisited,,kibo
,f2f9dc98-67a0-44f2-948d-f05532eba5ef,13068.423978,13068,13068,314741,2025-07-11T04:56:19.449Z,INFO,WebApi,10.100.175.7,105,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/crud/tenants/13068/dimensions/1362855/attributes/allwithtranslations/en-US in : 20ms with status : OK,,kibo
,52672416-861a-4505-8e6b-d2de1cd5b452,13068.423978,13068,13068,314741,2025-07-11T04:56:19.449Z,INFO,WebApi,10.100.164.209,178,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/v2/uiconfig/views/9758675 in : 260ms with status : OK,,kibo
,52672416-861a-4505-8e6b-d2de1cd5b452,13068.423978,13068,13068,314741,2025-07-11T04:56:19.457Z,INFO,WebApi,10.100.164.209,98,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: POST /api/userpref/lastvisited,,kibo
,52672416-861a-4505-8e6b-d2de1cd5b452,13068.423978,13068,13068,314741,2025-07-11T04:56:19.459Z,INFO,WebApi,10.100.164.209,98,o9.Framework.Common.Logging.FrameworkLogger,Routing path /api/userpref/lastvisited to http://userpreferenceservice/api/userpref/lastvisited,,kibo
,52672416-861a-4505-8e6b-d2de1cd5b452,13068.423978,13068,13068,314741,2025-07-11T04:56:19.468Z,INFO,WebApi,10.100.164.209,144,o9.Framework.Common.Logging.FrameworkLogger,UserPreferenceService served request: http://userpreferenceservice/api/userpref/lastvisited in : 8ms with status : OK,,kibo
,52672416-861a-4505-8e6b-d2de1cd5b452,13068.423978,13068,13068,314741,2025-07-11T04:56:19.468Z,INFO,WebApi,10.100.164.209,144,o9.Framework.Common.Logging.FrameworkLogger,UserPreferenceService served request: /api/userpref/lastvisited in : 8ms with status : OK,,kibo
,52672416-861a-4505-8e6b-d2de1cd5b452,13068.423978,13068,13068,314741,2025-07-11T04:56:19.468Z,INFO,WebApi,10.100.164.209,203,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/userpref/lastvisited in : 20ms with status : OK,,kibo
,52672416-861a-4505-8e6b-d2de1cd5b452,,13068,13068,314741,2025-07-11T04:56:19.472Z,INFO,UserPreferenceService,10.100.164.163,34,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/userpref/lastvisited. RequestType: Regular,,
,52672416-861a-4505-8e6b-d2de1cd5b452,,13068,13068,314741,2025-07-11T04:56:19.479Z,INFO,UserPreferenceService,10.100.164.163,136,o9.Framework.Logging.Loggers.FrameworkLogger,Completed POST on /api/userpref/lastvisited. in 6 ms,,
,1cdf3e0a-5a84-45a5-bc6a-b25b5016c0a0,13068.423978,13068,13068,314741,2025-07-11T04:56:19.692Z,INFO,WebApi,10.100.164.209,144,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: GET /api/crud/tenants/13068/dimensions/1362855/attributes/allwithtranslations/en-US,,kibo
,1cdf3e0a-5a84-45a5-bc6a-b25b5016c0a0,13068.423978,13068,13068,314741,2025-07-11T04:56:19.712Z,INFO,WebApi,10.100.164.209,172,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/crud/tenants/13068/dimensions/1362855/attributes/allwithtranslations/en-US in : 16ms with status : OK,,kibo
,d7c24d60-9555-45e4-85a1-0f9769fc0314,13068.423978,13068,13068,314741,2025-07-11T04:56:19.957Z,INFO,WebApi,10.100.175.7,183,o9.Framework.Common.Logging.FrameworkLogger,WebApi received the request: GET /api/crud/tenants/13068/dimensions/1362855/hierarchies/allwithtranslations/en-US,,kibo
,d7c24d60-9555-45e4-85a1-0f9769fc0314,13068.423978,13068,13068,314741,2025-07-11T04:56:19.965Z,INFO,WebApi,10.100.175.7,75,o9.Framework.Common.Logging.FrameworkLogger,Reading cache for - 98E066F9233FDE3840A1D4F4BFF96C48 in 0 ms,,kibo
,d7c24d60-9555-45e4-85a1-0f9769fc0314,13068.423978,13068,13068,314741,2025-07-11T04:56:19.966Z,INFO,WebApi,10.100.175.7,144,o9.Framework.Common.Logging.FrameworkLogger,WebApi served the request: /api/crud/tenants/13068/dimensions/1362855/hierarchies/allwithtranslations/en-US in : 6ms with status : OK,,kibo
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,,13068,13068,314741,2025-07-11T04:56:20.195Z,INFO,LiveServerOperationsService,10.100.173.92,110,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/v2/widget/getmeta. RequestType: Regular,,
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.198Z,INFO,LiveServerOperationsService,10.100.173.92,109,o9.Framework.Logging.Loggers.FrameworkLogger,LiveServer call started at 07/11/2025 04:56:20.195 AM UTC and finished at 07/11/2025 04:56:20.198 AM UTC. Total time taken: 2 MS,,kibo
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.198Z,INFO,LiveServer,10.100.165.40,274,o9.GraphCube.Service.GraphCubeService,Query Received: lastcommittime(00000000-0000-0000-0000-000000000000),,
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.198Z,INFO,LiveServer,10.100.165.40,274,o9.GraphCube.Service.GraphCubeService,Query Execution Finished: 0ms,,
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.201Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.Service.GraphCubeService,"Query Received: {1.131}: SELECT ([o9EKG Tenant].[Tenant].Filter(1 == 0) * [o9EKG Tenant].[Profile].Filter(1 == 0)) on row, () on column include lcid 1033, cellproperties {LOCK, BG_COLOR, FG_COLOR, INDICATOR}, memberproperties {[o9EKG Tenant].[Tenant], [Key]} {[o9EKG Tenant].[Profile], [Key]} ;",,
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.201Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.ibpl.engine.IBPLQueryExecutor,Using new auto commit transaction: [ada4a4b3-9587-40e4-a2d0-bb86eb90b783],,
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.201Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.ibpl.engine.IBPLQueryExecutor,"Roles:[admin,dataadmin,System Architect,BDPAdmin,$RA-shinichi.miyashita@o9solutions.com]",,
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.204Z,INFO,LiveServerOperationsService,10.100.173.92,126,o9.Framework.Logging.Loggers.FrameworkLogger,LiveServer call started at 07/11/2025 04:56:20.198 AM UTC and finished at 07/11/2025 04:56:20.204 AM UTC. Total time taken: 5 MS,,kibo
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.204Z,INFO,LiveServerOperationsService,10.100.173.92,126,o9.Framework.Logging.Loggers.FrameworkLogger,Executed 2 GraphCube query. Total time taken in GraphCube queries 7 MS. Total Data Received : 2 KB,,kibo
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.204Z,INFO,LiveServerOperationsService,10.100.173.92,126,o9.Framework.Logging.Loggers.FrameworkLogger,"Before compression size 2457 bytes, After compression size: 619 bytes.",,kibo
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,,13068,13068,314741,2025-07-11T04:56:20.204Z,INFO,LiveServerOperationsService,10.100.173.92,126,o9.Framework.Logging.Loggers.FrameworkLogger,Completed POST on /api/v2/widget/getmeta. in 9 ms,,
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.205Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.Service.GraphCubeService,CPU TIME: {1.131}: 3ms,,
,e7fe2558-3c3f-43fc-9f3b-0e2b14a8601d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.205Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.Service.GraphCubeService,Query Execution Finished: {1.131}: 3ms,,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,,13068,13068,314741,2025-07-11T04:56:20.292Z,INFO,LiveServerOperationsService,10.100.165.238,104,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/v2/widget/getmeta. RequestType: Regular,,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.294Z,INFO,LiveServerOperationsService,10.100.165.238,92,o9.Framework.Logging.Loggers.FrameworkLogger,LiveServer call started at 07/11/2025 04:56:20.292 AM UTC and finished at 07/11/2025 04:56:20.294 AM UTC. Total time taken: 1 MS,,kibo
,9f20c45b-cd5e-454c-b5d1-17c4a74d4d8e,,13068,13068,314741,2025-07-11T04:56:20.295Z,INFO,LiveServerOperationsService,10.100.173.92,126,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/v2/widget/getmeta. RequestType: Regular,,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.295Z,INFO,LiveServer,10.100.165.40,274,o9.GraphCube.Service.GraphCubeService,Query Received: lastcommittime(00000000-0000-0000-0000-000000000000),,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.295Z,INFO,LiveServer,10.100.165.40,274,o9.GraphCube.Service.GraphCubeService,Query Execution Finished: 0ms,,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.296Z,INFO,LiveServerOperationsService,10.100.165.238,92,o9.Framework.Logging.Loggers.FrameworkLogger,LiveServer call started at 07/11/2025 04:56:20.294 AM UTC and finished at 07/11/2025 04:56:20.296 AM UTC. Total time taken: 1 MS,,kibo
,4c867a1e-a3a9-41a6-868e-c0f09aa9b18b,,13068,13068,314741,2025-07-11T04:56:20.296Z,INFO,LiveServerOperationsService,10.100.165.238,106,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/v2/widget/getmeta. RequestType: Regular,,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.296Z,INFO,LiveServerOperationsService,10.100.165.238,92,o9.Framework.Logging.Loggers.FrameworkLogger,Executed 2 GraphCube query. Total time taken in GraphCube queries 2 MS. Total Data Received : 2 KB,,kibo
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.296Z,INFO,LiveServerOperationsService,10.100.165.238,92,o9.Framework.Logging.Loggers.FrameworkLogger,"Before compression size 2517 bytes, After compression size: 616 bytes.",,kibo
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,,13068,13068,314741,2025-07-11T04:56:20.296Z,INFO,LiveServerOperationsService,10.100.165.238,92,o9.Framework.Logging.Loggers.FrameworkLogger,Completed POST on /api/v2/widget/getmeta. in 4 ms,,
,9f20c45b-cd5e-454c-b5d1-17c4a74d4d8e,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServerOperationsService,10.100.173.92,126,o9.Framework.Logging.Loggers.FrameworkLogger,LiveServer call started at 07/11/2025 04:56:20.295 AM UTC and finished at 07/11/2025 04:56:20.297 AM UTC. Total time taken: 1 MS,,kibo
,9f20c45b-cd5e-454c-b5d1-17c4a74d4d8e,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServerOperationsService,10.100.173.92,126,o9.Framework.Logging.Loggers.FrameworkLogger,Reading cache for - 4B24195F9118356845BA32579BDEEE5C,,kibo
,9f20c45b-cd5e-454c-b5d1-17c4a74d4d8e,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServerOperationsService,10.100.173.92,126,o9.Framework.Logging.Loggers.FrameworkLogger,Executed 1 GraphCube query. Total time taken in GraphCube queries 1 MS. ,,kibo
,9f20c45b-cd5e-454c-b5d1-17c4a74d4d8e,,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServerOperationsService,10.100.173.92,126,o9.Framework.Logging.Loggers.FrameworkLogger,Completed POST on /api/v2/widget/getmeta. in 2 ms,,
,4c867a1e-a3a9-41a6-868e-c0f09aa9b18b,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServerOperationsService,10.100.165.238,171,o9.Framework.Logging.Loggers.FrameworkLogger,LiveServer call started at 07/11/2025 04:56:20.296 AM UTC and finished at 07/11/2025 04:56:20.297 AM UTC. Total time taken: 1 MS,,kibo
,4c867a1e-a3a9-41a6-868e-c0f09aa9b18b,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServerOperationsService,10.100.165.238,171,o9.Framework.Logging.Loggers.FrameworkLogger,Reading cache for - EB650DB98E06D7B04009F53F4D9CEE89,,kibo
,4c867a1e-a3a9-41a6-868e-c0f09aa9b18b,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServerOperationsService,10.100.165.238,171,o9.Framework.Logging.Loggers.FrameworkLogger,Executed 1 GraphCube query. Total time taken in GraphCube queries 1 MS. ,,kibo
,4c867a1e-a3a9-41a6-868e-c0f09aa9b18b,,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServerOperationsService,10.100.165.238,171,o9.Framework.Logging.Loggers.FrameworkLogger,Completed POST on /api/v2/widget/getmeta. in 1 ms,,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.Service.GraphCubeService,"Query Received: {1.132}: SELECT ([Version].[Version Name].Filter(1 == 0) * [Version].[Version Type].Filter(1 == 0)) on row, () on column include lcid 1033, cellproperties {LOCK, BG_COLOR, FG_COLOR, INDICATOR}, memberproperties {[Version].[Version Name], [Key]} {[Version].[Version Type], [Key]} ;",,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.ibpl.engine.IBPLQueryExecutor,Using new auto commit transaction: [8da36eef-e16b-44a0-a01e-aae741ae3aed],,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.ibpl.engine.IBPLQueryExecutor,"Roles:[admin,dataadmin,System Architect,BDPAdmin,$RA-shinichi.miyashita@o9solutions.com]",,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.Service.GraphCubeService,CPU TIME: {1.132}: 0ms,,
,c8f2a909-a481-40e7-a4f6-ef93994f2b38,13068.423978,13068,13068,314741,2025-07-11T04:56:20.297Z,INFO,LiveServer,10.100.165.40,290,o9.GraphCube.Service.GraphCubeService,Query Execution Finished: {1.132}: 0ms,,
,9f20c45b-cd5e-454c-b5d1-17c4a74d4d8e,13068.423978,13068,13068,314741,2025-07-11T04:56:20.298Z,INFO,LiveServer,10.100.165.40,118,o9.GraphCube.Service.GraphCubeService,Query Received: lastcommittime(463584b1-4c53-462b-9548-4675aad3e2ce),,
,9f20c45b-cd5e-454c-b5d1-17c4a74d4d8e,13068.423978,13068,13068,314741,2025-07-11T04:56:20.298Z,INFO,LiveServer,10.100.165.40,118,o9.GraphCube.Service.GraphCubeService,Query Execution Finished: 0ms,,
,4c867a1e-a3a9-41a6-868e-c0f09aa9b18b,13068.423978,13068,13068,314741,2025-07-11T04:56:20.298Z,INFO,LiveServer,10.100.165.40,118,o9.GraphCube.Service.GraphCubeService,Query Received: lastcommittime(2997b2f9-ebf3-45ff-9e7d-1da99d081fe4),,
,4c867a1e-a3a9-41a6-868e-c0f09aa9b18b,13068.423978,13068,13068,314741,2025-07-11T04:56:20.298Z,INFO,LiveServer,10.100.165.40,118,o9.GraphCube.Service.GraphCubeService,Query Execution Finished: 0ms,,
,d94ad5f0-1f01-40ba-8cb2-674b83fe617d,,13068,13068,314741,2025-07-11T04:56:20.530Z,INFO,LiveServerOperationsService,10.100.173.92,109,o9.Framework.Logging.Loggers.FrameworkLogger,Received POST on /api/v2/widget/getdata. RequestType: Regular,,
,d94ad5f0-1f01-40ba-8cb2-674b83fe617d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.533Z,INFO,LiveServerOperationsService,10.100.173.92,110,o9.Framework.Logging.Loggers.FrameworkLogger,LiveServer call started at 07/11/2025 04:56:20.531 AM UTC and finished at 07/11/2025 04:56:20.533 AM UTC. Total time taken: 2 MS,,kibo
,d94ad5f0-1f01-40ba-8cb2-674b83fe617d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.533Z,INFO,LiveServerOperationsService,10.100.173.92,110,o9.Framework.Logging.Loggers.FrameworkLogger,GetDataAsync: Returning compressed response.,,kibo
,d94ad5f0-1f01-40ba-8cb2-674b83fe617d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.533Z,INFO,LiveServer,10.100.165.40,274,o9.GraphCube.Service.GraphCubeService,Query Received: lastcommittime(00000000-0000-0000-0000-000000000000),,
,d94ad5f0-1f01-40ba-8cb2-674b83fe617d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.533Z,INFO,LiveServer,10.100.165.40,274,o9.GraphCube.Service.GraphCubeService,Query Execution Finished: 0ms,,
,d94ad5f0-1f01-40ba-8cb2-674b83fe617d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.536Z,INFO,LiveServer,10.100.165.40,118,o9.GraphCube.Service.GraphCubeService,"Query Received: {1.133}: SELECT ([o9EKG Tenant].[Profile].filter(#.[Profile$InActive] in { false })) on row, () on column include lcid 1033, cellproperties {LOCK, BG_COLOR, FG_COLOR, INDICATOR}, memberproperties {[o9EKG Tenant].[Profile], [Key]}  ORDERBY [o9EKG Tenant].[Profile].[DisplayName] ASC Limit 10000;",,
,d94ad5f0-1f01-40ba-8cb2-674b83fe617d,13068.423978,13068,13068,314741,2025-07-11T04:56:20.536Z,INFO,LiveServer,10.100.165.40,118,o9.GraphCube.ibpl.engine.IBPLQueryExecutor,Using new auto commit transaction: [c5b2611d-753e-4ba1-bf4e-d58f7e88d494],,
